NAME 100_4
N_CUSTOMERS 100
N_STATIONS 1
N_VEHICLES 30
Q 32    R 0.2    DMAX 160
SPEED 40    TMAX 7.5    PSTART 0
SERVICE 0.5    REFUEL 0.5
CAP 8
NODES
0 d 0.000000 80.000000
1 c 26.530000 -0.900000
2 c -25.240000 2.420000
3 c -11.480000 -3.980000
4 c -2.010000 -7.780000
5 c 11.300000 -8.940000
6 c 4.120000 -0.580000
7 c 3.900000 0.020000
8 c 3.860000 -7.670000
9 c -14.150000 -3.500000
10 c -8.160000 -5.850000
11 c -17.570000 0.260000
12 c -6.710000 -0.230000
13 c -19.530000 -0.090000
14 c -3.150000 -7.420000
15 c -4.060000 -6.100000
16 c -6.600000 -9.320000
17 c 25.430000 1.920000
18 c 23.020000 -3.240000
19 c -6.320000 -2.700000
20 c -18.110000 1.310000
21 c -2.680000 -7.570000
22 c 0.030000 -8.260000
23 c 27.920000 0.590000
24 c 2.150000 -3.570000
25 c 6.790000 -0.420000
26 c -11.170000 -3.070000
27 c -23.180000 4.000000
28 c 27.440000 0.030000
29 c -23.750000 4.130000
30 c -20.300000 1.390000
31 c -29.500000 1.530000
32 c 8.080000 -3.600000
33 c 0.700000 1.860000
34 c -18.070000 2.560000
35 c -5.360000 4.360000
36 c -16.680000 -5.150000
37 c -6.070000 -2.120000
38 c 9.610000 0.330000
39 c 10.800000 -9.320000
40 c -15.930000 -1.130000
41 c 25.680000 -5.090000
42 c -12.700000 -5.590000
43 c 11.340000 0.560000
44 c 28.190000 -1.210000
45 c -5.270000 -0.090000
46 c -2.140000 -8.390000
47 c -4.130000 -0.420000
48 c -22.190000 -2.850000
49 c -7.100000 -5.330000
50 c 9.180000 -6.410000
51 c 25.180000 -6.160000
52 c 28.140000 4.600000
53 c 19.810000 0.540000
54 c -2.730000 -5.280000
55 c 2.220000 -8.510000
56 c -15.050000 1.330000
57 c -13.280000 2.740000
58 c -2.130000 -3.920000
59 c -15.170000 -4.650000
60 c -20.230000 2.650000
61 c -4.520000 -7.850000
62 c 2.600000 -6.330000
63 c 2.060000 2.640000
64 c -9.860000 -8.600000
65 c -7.480000 -7.500000
66 c 10.780000 -4.930000
67 c -0.360000 0.120000
68 c -3.160000 -2.850000
69 c -1.660000 -3.210000
70 c 26.330000 2.250000
71 c -12.730000 -4.640000
72 c 28.540000 4.720000
73 c -15.530000 -4.200000
74 c 23.630000 4.590000
75 c -22.750000 -0.730000
76 c 28.930000 -3.850000
77 c -2.480000 -7.440000
78 c 4.390000 -1.660000
79 c 27.960000 -2.830000
80 c -20.020000 3.360000
81 c -7.890000 -1.870000
82 c 29.900000 -0.950000
83 c 1.960000 -4.210000
84 c 6.720000 -5.610000
85 c 1.530000 -2.750000
86 c 1.540000 -9.200000
87 c -3.080000 -6.740000
88 c -0.890000 -4.940000
89 c -3.390000 -9.930000
90 c 2.730000 -3.870000
91 c -6.630000 -8.870000
92 c -0.130000 -6.750000
93 c 4.080000 -0.720000
94 c -0.220000 -8.570000
95 c 4.500000 -0.600000
96 c -2.540000 -9.630000
97 c -10.540000 -9.960000
98 c -5.240000 -9.910000
99 c -3.820000 -9.740000
100 c -2.830000 -8.060000
101 f 0.000000 0.000000
EOF
