NAME 100_2
N_CUSTOMERS 100
N_STATIONS 1
N_VEHICLES 30
Q 32    R 0.2    DMAX 160
SPEED 40    TMAX 7.5    PSTART 0
SERVICE 0.5    REFUEL 0.5
CAP 8
NODES
0 d 0.000000 80.000000
1 c -16.450000 -2.960000
2 c -11.370000 -8.350000
3 c 28.920000 -3.600000
4 c -0.930000 -7.790000
5 c -17.680000 -1.580000
6 c -24.810000 2.290000
7 c 7.760000 -5.430000
8 c -23.480000 -4.780000
9 c -11.960000 0.090000
10 c 17.200000 -6.500000
11 c 25.590000 3.020000
12 c 14.610000 -8.160000
13 c 2.220000 -8.100000
14 c 7.310000 -4.840000
15 c 2.260000 -9.110000
16 c -5.410000 -7.540000
17 c 17.130000 -7.810000
18 c 18.330000 -0.390000
19 c 1.440000 -6.210000
20 c -14.190000 -6.070000
21 c 1.410000 -6.040000
22 c -13.380000 -3.570000
23 c -13.730000 -2.780000
24 c 29.050000 3.640000
25 c 8.560000 -2.210000
26 c 21.770000 4.650000
27 c 18.970000 -6.490000
28 c 21.770000 0.050000
29 c 12.120000 -8.000000
30 c 19.200000 3.030000
31 c 13.650000 -3.790000
32 c -4.630000 -7.810000
33 c 8.510000 0.220000
34 c -12.040000 3.540000
35 c 20.700000 -0.980000
36 c -23.590000 -3.040000
37 c 28.980000 -4.120000
38 c -20.040000 -0.600000
39 c -7.800000 1.410000
40 c 0.940000 -5.920000
41 c 7.060000 -2.580000
42 c 26.450000 3.830000
43 c -3.290000 -5.270000
44 c -23.110000 4.950000
45 c -13.950000 0.820000
46 c -7.380000 -5.940000
47 c -23.340000 -7.110000
48 c -19.530000 -0.290000
49 c 20.530000 -9.370000
50 c 8.060000 -6.220000
51 c 9.660000 -0.680000
52 c 24.390000 -3.660000
53 c 16.040000 -6.400000
54 c -19.990000 1.650000
55 c 29.720000 -2.780000
56 c 3.950000 -2.860000
57 c -13.650000 -4.040000
58 c -21.270000 2.330000
59 c 1.510000 -8.350000
60 c -23.340000 5.920000
61 c 1.980000 -2.870000
62 c -20.470000 -5.600000
63 c 10.390000 -7.160000
64 c 24.580000 7.540000
65 c -12.120000 -6.650000
66 c -11.330000 -7.770000
67 c 27.770000 7.160000
68 c 8.050000 -4.200000
69 c 11.100000 -5.170000
70 c -15.510000 -7.800000
71 c -0.920000 -3.080000
72 c 7.670000 -4.190000
73 c -12.600000 -8.610000
74 c 1.520000 -6.390000
75 c -15.820000 -2.270000
76 c -13.870000 -2.420000
77 c 12.780000 -8.570000
78 c -2.730000 -5.270000
79 c 29.450000 6.450000
80 c 16.310000 -9.300000
81 c -18.550000 -7.750000
82 c -2.870000 -7.410000
83 c 16.940000 -8.270000
84 c -14.090000 -3.130000
85 c -13.760000 -6.100000
86 c 28.590000 7.390000
87 c -12.750000 -2.360000
88 c 10.120000 -9.710000
89 c 2.800000 -8.050000
90 c -2.100000 -5.920000
91 c 4.910000 -9.420000
92 c 4.220000 -8.760000
93 c 2.090000 -7.530000
94 c -17.260000 -3.060000
95 c 0.250000 -6.430000
96 c -12.240000 -2.870000
97 c -18.970000 -6.110000
98 c -14.560000 -4.040000
99 c 0.590000 -6.350000
100 c 6.000000 -9.230000
101 f 0.000000 0.000000
EOF
