NAME 25_9
N_CUSTOMERS 25
N_STATIONS 1
N_VEHICLES 7
Q 32    R 0.2    DMAX 160
SPEED 40    TMAX 7.5    PSTART 0
SERVICE 0.5    REFUEL 0.5
CAP 2
NODES
0 d 0.000000 80.000000
1 c 8.920000 -8.960000
2 c 14.440000 -0.680000
3 c -27.540000 3.040000
4 c -7.050000 -7.770000
5 c 5.730000 -9.170000
6 c 9.490000 -7.480000
7 c 1.140000 -6.680000
8 c -6.100000 -8.710000
9 c 4.450000 -8.260000
10 c 16.310000 -5.130000
11 c -4.700000 -4.330000
12 c -5.510000 -9.520000
13 c 0.680000 -6.310000
14 c 0.960000 -8.770000
15 c 6.560000 -4.240000
16 c 2.380000 -3.710000
17 c 19.010000 0.380000
18 c -23.070000 4.880000
19 c 17.770000 -1.450000
20 c -27.490000 3.230000
21 c 7.380000 -5.050000
22 c -29.940000 0.910000
23 c 3.540000 -9.170000
24 c 12.720000 -5.100000
25 c 3.310000 -9.690000
26 f 0.000000 0.000000
EOF
