NAME 100_9
N_CUSTOMERS 100
N_STATIONS 1
N_VEHICLES 30
Q 32    R 0.2    DMAX 160
SPEED 40    TMAX 7.5    PSTART 0
SERVICE 0.5    REFUEL 0.5
CAP 8
NODES
0 d 0.000000 80.000000
1 c 23.390000 -0.620000
2 c 20.630000 2.220000
3 c -16.490000 -3.330000
4 c -2.640000 -4.090000
5 c 19.280000 1.320000
6 c 11.710000 -2.720000
7 c 9.830000 -3.940000
8 c -11.670000 -4.410000
9 c -22.680000 0.270000
10 c -16.450000 0.510000
11 c 22.850000 -4.050000
12 c -10.320000 -8.820000
13 c -3.840000 -3.370000
14 c -11.600000 -1.270000
15 c 4.560000 -3.470000
16 c 23.510000 -4.640000
17 c -7.510000 -4.270000
18 c 25.300000 -1.340000
19 c 16.420000 -0.430000
20 c 25.620000 -2.880000
21 c 24.810000 -1.400000
22 c 25.360000 2.840000
23 c -10.510000 -6.270000
24 c -26.190000 1.740000
25 c -0.170000 -3.850000
26 c 17.550000 3.970000
27 c -2.250000 -1.850000
28 c -20.810000 3.100000
29 c 22.660000 -6.920000
30 c -27.040000 2.270000
31 c -25.250000 3.000000
32 c 19.660000 -7.450000
33 c 28.270000 4.740000
34 c -15.670000 -7.890000
35 c -16.710000 -5.530000
36 c -10.830000 -2.180000
37 c -16.400000 3.010000
38 c 18.520000 -4.150000
39 c -17.210000 -3.760000
40 c -6.580000 -9.990000
41 c -6.740000 -4.830000
42 c 23.350000 -2.980000
43 c 11.960000 -8.210000
44 c 29.840000 3.250000
45 c -3.030000 -5.840000
46 c -1.900000 -2.410000
47 c -13.890000 2.550000
48 c -26.100000 5.180000
49 c -1.570000 -1.470000
50 c 13.070000 -5.680000
51 c 21.830000 5.160000
52 c 0.950000 -7.350000
53 c -11.890000 -7.040000
54 c -13.580000 -1.540000
55 c 20.580000 -5.040000
56 c 5.230000 -4.480000
57 c 27.200000 -2.280000
58 c -23.540000 1.280000
59 c 24.400000 -4.450000
60 c -21.050000 -1.240000
61 c 6.240000 -8.130000
62 c -7.480000 -8.120000
63 c -19.650000 3.000000
64 c 17.650000 -1.750000
65 c -11.470000 -4.910000
66 c 28.620000 -4.940000
67 c 4.480000 -7.490000
68 c -10.300000 -5.020000
69 c -0.950000 -5.010000
70 c 20.420000 5.790000
71 c 12.390000 0.980000
72 c 16.300000 -1.550000
73 c 23.340000 0.470000
74 c 18.460000 5.940000
75 c -13.410000 -6.810000
76 c -10.110000 -3.540000
77 c 12.470000 -6.590000
78 c -4.870000 -3.170000
79 c 10.610000 -3.810000
80 c -1.830000 -6.830000
81 c 24.190000 -8.900000
82 c -12.640000 -0.640000
83 c 29.410000 2.570000
84 c -2.400000 0.370000
85 c 23.570000 -0.060000
86 c -7.230000 -6.810000
87 c 10.340000 -1.790000
88 c 25.650000 -2.200000
89 c -6.140000 -9.790000
90 c 22.170000 -2.170000
91 c -11.510000 -5.320000
92 c 25.730000 -2.000000
93 c -8.020000 -5.470000
94 c 26.620000 0.270000
95 c 27.090000 -0.810000
96 c 19.690000 -1.130000
97 c 17.060000 3.050000
98 c 24.970000 -1.620000
99 c 24.010000 -2.700000
100 c 24.630000 -0.420000
101 f 0.000000 0.000000
EOF
