NAME 50_8
N_CUSTOMERS 50
N_STATIONS 1
N_VEHICLES 13
Q 32    R 0.2    DMAX 160
SPEED 40    TMAX 7.5    PSTART 0
SERVICE 0.5    REFUEL 0.5
CAP 3
NODES
0 d 0.000000 80.000000
1 c 14.550000 -4.350000
2 c 20.440000 -7.570000
3 c -10.870000 -5.370000
4 c -9.250000 -0.110000
5 c 26.970000 3.260000
6 c -6.050000 -1.320000
7 c 20.990000 0.690000
8 c 9.900000 -1.360000
9 c -13.690000 -5.190000
10 c 28.840000 -4.500000
11 c -12.980000 -3.650000
12 c 1.020000 -3.900000
13 c 26.860000 -3.270000
14 c 29.550000 4.030000
15 c 20.090000 -2.440000
16 c -13.580000 -9.970000
17 c 26.680000 6.820000
18 c -5.310000 -0.670000
19 c -13.160000 -8.900000
20 c -0.520000 -6.230000
21 c 0.620000 -6.770000
22 c 26.190000 -0.700000
23 c 14.960000 -0.010000
24 c -8.010000 -6.720000
25 c -7.430000 -4.730000
26 c 17.790000 -2.700000
27 c 13.570000 1.250000
28 c 22.310000 -1.740000
29 c 21.430000 -6.650000
30 c 22.260000 4.950000
31 c 17.390000 -2.010000
32 c 10.830000 -1.440000
33 c 1.020000 -6.820000
34 c -16.910000 -8.690000
35 c 17.560000 -6.420000
36 c -16.730000 -1.360000
37 c 10.770000 -1.320000
38 c -11.440000 1.480000
39 c -13.180000 1.220000
40 c -13.280000 0.340000
41 c -5.720000 -1.300000
42 c -9.630000 -8.320000
43 c -5.690000 -2.870000
44 c -12.060000 3.200000
45 c -12.610000 -1.670000
46 c 27.570000 1.130000
47 c 18.930000 -8.480000
48 c 28.590000 -5.990000
49 c 28.490000 -9.320000
50 c 24.320000 -1.090000
51 f 0.000000 0.000000
EOF
